type_vehicle,idx_vehicle,id_item,x_origin,y_origin,z_origin,orient
V6,69,I0378,0.0,0.0,0.0,0
V6,69,I0380,1600.0,0.0,0.0,0
V6,69,I1040,0.0,1200.0,0.0,0
V6,70,I0403,0.0,0.0,0.0,0
V6,70,I0409,1600.0,0.0,0.0,0
V6,70,I1078,0.0,1200.0,0.0,0
V6,71,I0418,0.0,0.0,0.0,0
V6,71,I0422,1600.0,0.0,0.0,0
V6,71,I0646,0.0,1200.0,0.0,0
V6,71,I0703,780.0,1200.0,0.0,0
V6,72,I0445,0.0,0.0,0.0,0
V6,72,I0451,1600.0,0.0,0.0,0
V6,72,I0812,0.0,1200.0,0.0,0
V6,72,I1064,780.0,1200.0,0.0,0
V6,73,I0484,0.0,0.0,0.0,0
V6,73,I0509,1600.0,0.0,0.0,0
V6,73,I1107,0.0,1200.0,0.0,0
V6,73,I1156,780.0,1200.0,0.0,0
V6,74,I0516,0.0,0.0,0.0,0
V6,74,I0517,1600.0,0.0,0.0,0
V6,74,I1163,0.0,1200.0,0.0,0
V6,74,I0105,780.0,1200.0,0.0,0
V6,75,I0521,0.0,0.0,0.0,0
V6,75,I0543,1600.0,0.0,0.0,0
V6,75,I0179,0.0,1200.0,0.0,0
V6,75,I0275,780.0,1200.0,0.0,0
V6,76,I0556,0.0,0.0,0.0,0
V6,76,I0560,1600.0,0.0,0.0,0
V6,76,I0367,0.0,1200.0,0.0,0
V6,76,I0488,780.0,1200.0,0.0,0
V6,77,I0612,0.0,0.0,0.0,0
V6,77,I0618,1600.0,0.0,0.0,0
V6,77,I0512,0.0,1200.0,0.0,0
V6,77,I0530,780.0,1200.0,0.0,0
V6,78,I0621,0.0,0.0,0.0,0
V6,78,I0629,1600.0,0.0,0.0,0
